input_text,target_text,conversation_id,windex,split,corpus
"dialog acts:
fe008: did it get rid of other stuff too though? (1107)
mn017: huh. (1108)
me013: what? (1109)",Wh-Question,Bmr028,1109,train,mrda
"dialog acts:
mn017: huh. (1108)
me013: what? (1109)
fe008: did it get rid of other stuff besides the speech? (1110)",Yes-No-question,Bmr028,1110,train,mrda
"dialog acts:
me013: what? (1109)
fe008: did it get rid of other stuff besides the speech? (1110)
me011: yeah just subtract that (1111)",Floor Grabber,Bmr028,1111,train,mrda
"dialog acts:
fe008: did it get rid of other stuff besides the speech? (1110)
me011: yeah just subtract that (1111)
me013: well we have to sort of check that out. (1112)",Statement,Bmr028,1112,train,mrda
"dialog acts:
me011: yeah just subtract that (1111)
me013: well we have to sort of check that out. (1112)
me011: subtract that from the original signal and you're set. (1113)",Statement,Bmr028,1113,train,mrda
"dialog acts:
me013: well we have to sort of check that out. (1112)
me011: subtract that from the original signal and you're set. (1113)
me013: that's (1114)",Interrupted/Abandoned/Uninterpretable,Bmr028,1114,train,mrda
"dialog acts:
me011: subtract that from the original signal and you're set. (1113)
me013: that's (1114)
fe008: okay. (1115)",Statement,Bmr028,1115,train,mrda
"dialog acts:
me013: that's (1114)
fe008: okay. (1115)
fe008: wow interesting. (1116)",Statement,Bmr028,1116,train,mrda
"dialog acts:
fe008: okay. (1115)
fe008: wow interesting. (1116)
me013: yeah. (1117)",Continuer,Bmr028,1117,train,mrda
"dialog acts:
fe008: wow interesting. (1116)
me013: yeah. (1117)
me013: yeah. (1118)",Continuer,Bmr028,1118,train,mrda
"dialog acts:
me013: yeah. (1117)
me013: yeah. (1118)
mn017: right then you can do like an you can estimate the the noise estimates. (1119)",Floor Grabber,Bmr028,1119,train,mrda
"dialog acts:
me013: yeah. (1118)
mn017: right then you can do like an you can estimate the the noise estimates. (1119)
me011: noise estimate. (1120)",Statement,Bmr028,1120,train,mrda
"dialog acts:
mn017: right then you can do like an you can estimate the the noise estimates. (1119)
me011: noise estimate. (1120)
me011: signal to noise. (1121)",Statement,Bmr028,1121,train,mrda
"dialog acts:
me011: noise estimate. (1120)
me011: signal to noise. (1121)
mn017: right yeah. (1122)",Statement,Bmr028,1122,train,mrda
"dialog acts:
me011: signal to noise. (1121)
mn017: right yeah. (1122)
me011: that's great. (1123)",Statement,Bmr028,1123,train,mrda
"dialog acts:
mn017: right yeah. (1122)
me011: that's great. (1123)
fe016: uhhuh. (1124)",Continuer,Bmr028,1124,train,mrda
"dialog acts:
me011: that's great. (1123)
fe016: uhhuh. (1124)
me013: reminds me of when when herve and i were first playing with uh context dependent things for nets. (1125)",Statement,Bmr028,1125,train,mrda
"dialog acts:
fe016: uhhuh. (1124)
me013: reminds me of when when herve and i were first playing with uh context dependent things for nets. (1125)
me013: and and at one point we took out the speech input. (1126)",Statement,Bmr028,1126,train,mrda
"dialog acts:
me013: reminds me of when when herve and i were first playing with uh context dependent things for nets. (1125)
me013: and and at one point we took out the speech input. (1126)
me013: so we only had priors and our performance went up. (1127)",Statement,Bmr028,1127,train,mrda
"dialog acts:
me013: and and at one point we took out the speech input. (1126)
me013: so we only had priors and our performance went up. (1127)
mn017: huh. (1128)",Continuer,Bmr028,1128,train,mrda
"dialog acts:
me013: so we only had priors and our performance went up. (1127)
mn017: huh. (1128)
fe008: wow. (1129)",Statement,Bmr028,1129,train,mrda
"dialog acts:
mn017: huh. (1128)
fe008: wow. (1129)
me011: i guess that's why herve always talks about using the priors as one of the mixtures in in his all ways combos. (1130)",Statement,Bmr028,1130,train,mrda
"dialog acts:
fe008: wow. (1129)
me011: i guess that's why herve always talks about using the priors as one of the mixtures in in his all ways combos. (1130)
mn017: huh. (1131)",Continuer,Bmr028,1131,train,mrda
"dialog acts:
me011: i guess that's why herve always talks about using the priors as one of the mixtures in in his all ways combos. (1130)
mn017: huh. (1131)
me013: yeah. (1132)",Continuer,Bmr028,1132,train,mrda
"dialog acts:
mn017: huh. (1131)
me013: yeah. (1132)
me013: well of course it was a bug. (1133)",Statement,Bmr028,1133,train,mrda
"dialog acts:
me013: yeah. (1132)
me013: well of course it was a bug. (1133)
me013: but i mean it's it's a but it was pretty it was pretty funny anyway. (1134)",Statement,Bmr028,1134,train,mrda
"dialog acts:
me013: well of course it was a bug. (1133)
me013: but i mean it's it's a but it was pretty it was pretty funny anyway. (1134)
me011: but still (1135)",Statement,Bmr028,1135,train,mrda
"dialog acts:
me013: but i mean it's it's a but it was pretty it was pretty funny anyway. (1134)
me011: but still (1135)
fe008: wow interesting. (1136)",Statement,Bmr028,1136,train,mrda
"dialog acts:
me011: but still (1135)
fe008: wow interesting. (1136)
mn017: yeah. (1137)",Continuer,Bmr028,1137,train,mrda
"dialog acts:
fe008: wow interesting. (1136)
mn017: yeah. (1137)
fe008: huh. (1138)",Continuer,Bmr028,1138,train,mrda
"dialog acts:
mn017: yeah. (1137)
fe008: huh. (1138)
me011: so if you run uh your recognizer with all probabilities equal what do you get out? (1139)",Open-ended Question,Bmr028,1139,train,mrda
"dialog acts:
fe008: huh. (1138)
me011: so if you run uh your recognizer with all probabilities equal what do you get out? (1139)
me011: probably garbage. (1140)",Statement,Bmr028,1140,train,mrda
"dialog acts:
me011: so if you run uh your recognizer with all probabilities equal what do you get out? (1139)
me011: probably garbage. (1140)
me018: whatever the language model says. (1141)",Statement,Bmr028,1141,train,mrda
"dialog acts:
me011: probably garbage. (1140)
me018: whatever the language model says. (1141)
me011: i bet the pruning (1142)",Statement,Bmr028,1142,train,mrda
"dialog acts:
me018: whatever the language model says. (1141)
me011: i bet the pruning (1142)
mn014: yep. (1143)",Statement,Bmr028,1143,train,mrda
"dialog acts:
me011: i bet the pruning (1142)
mn014: yep. (1143)
me011: the pruning probably prunes everything out. (1144)",Statement,Bmr028,1144,train,mrda
"dialog acts:
mn014: yep. (1143)
me011: the pruning probably prunes everything out. (1144)
mn017: you get out switchboard. (1145)",Statement,Bmr028,1145,train,mrda
"dialog acts:
me011: the pruning probably prunes everything out. (1144)
mn017: you get out switchboard. (1145)
mn017: that's just the the language model. (1146)",Statement,Bmr028,1146,train,mrda
"dialog acts:
mn017: you get out switchboard. (1145)
mn017: that's just the the language model. (1146)
me011: yeah that's right. (1147)",Statement,Bmr028,1147,train,mrda
"dialog acts:
mn017: that's just the the language model. (1146)
me011: yeah that's right. (1147)
me013: so that's how it was generated. (1148)",Statement,Bmr028,1148,train,mrda
"dialog acts:
me011: yeah that's right. (1147)
me013: so that's how it was generated. (1148)
mn017: yeah so we have this new speaker adaptation. (1149)",Floor Grabber,Bmr028,1149,train,mrda
"dialog acts:
me013: so that's how it was generated. (1148)
mn017: yeah so we have this new speaker adaptation. (1149)
mn017: um (1150)",Floor Holder,Bmr028,1150,train,mrda
"dialog acts:
mn017: yeah so we have this new speaker adaptation. (1149)
mn017: um (1150)
mn017: a oh it's a sort of feature normalization. (1151)",Statement,Bmr028,1151,train,mrda
"dialog acts:
mn017: um (1150)
mn017: a oh it's a sort of feature normalization. (1151)
mn017: uh like speaker adaptation. (1152)",Statement,Bmr028,1152,train,mrda
"dialog acts:
mn017: a oh it's a sort of feature normalization. (1151)
mn017: uh like speaker adaptation. (1152)
mn017: which uh which i which i wrote about in the last status report. (1153)",Statement,Bmr028,1153,train,mrda
"dialog acts:
mn017: uh like speaker adaptation. (1152)
mn017: which uh which i which i wrote about in the last status report. (1153)
mn017: which seems to be helping about a percent and a half on hub five. (1154)",Statement,Bmr028,1154,train,mrda
"dialog acts:
mn017: which uh which i which i wrote about in the last status report. (1153)
mn017: which seems to be helping about a percent and a half on hub five. (1154)
mn017: so um we haven't tried that yet on the meetings. (1155)",Floor Holder,Bmr028,1155,train,mrda
"dialog acts:
mn017: which seems to be helping about a percent and a half on hub five. (1154)
mn017: so um we haven't tried that yet on the meetings. (1155)
mn017: uh but hopefully it'll help there too. (1156)",Statement,Bmr028,1156,train,mrda
"dialog acts:
mn017: so um we haven't tried that yet on the meetings. (1155)
mn017: uh but hopefully it'll help there too. (1156)
fe008: i want to ask um so you know that the data i have upgraded it considerably. (1157)",Statement,Bmr028,1157,train,mrda
"dialog acts:
mn017: uh but hopefully it'll help there too. (1156)
fe008: i want to ask um so you know that the data i have upgraded it considerably. (1157)
fe008: so i've probably made i probably corrected something like (1158)",Statement,Bmr028,1158,train,mrda
"dialog acts:
fe008: i want to ask um so you know that the data i have upgraded it considerably. (1157)
fe008: so i've probably made i probably corrected something like (1158)
fe008: well (1159)",Interrupted/Abandoned/Uninterpretable,Bmr028,1159,train,mrda
"dialog acts:
fe008: so i've probably made i probably corrected something like (1158)
fe008: well (1159)
fe008: it's really a substantial amount of things that i've caught changed um added to it. (1160)",Statement,Bmr028,1160,train,mrda
"dialog acts:
fe008: well (1159)
fe008: it's really a substantial amount of things that i've caught changed um added to it. (1160)
fe008: including a lot of uh backchannels. (1161)",Statement,Bmr028,1161,train,mrda
"dialog acts:
fe008: it's really a substantial amount of things that i've caught changed um added to it. (1160)
fe008: including a lot of uh backchannels. (1161)
fe008: so when you're running things if you run it on the old (1162)",Statement,Bmr028,1162,train,mrda
"dialog acts:
fe008: including a lot of uh backchannels. (1161)
fe008: so when you're running things if you run it on the old (1162)
fe008: so if you if you run it on the new version then the numbers will be um and you compare it to the to runs on the old version then you're going to end up with more of an improvement than would actually be the case. (1163)",Statement,Bmr028,1163,train,mrda
"dialog acts:
fe008: so when you're running things if you run it on the old (1162)
fe008: so if you if you run it on the new version then the numbers will be um and you compare it to the to runs on the old version then you're going to end up with more of an improvement than would actually be the case. (1163)
mn017: huh. (1164)",Continuer,Bmr028,1164,train,mrda
"dialog acts:
fe008: so if you if you run it on the new version then the numbers will be um and you compare it to the to runs on the old version then you're going to end up with more of an improvement than would actually be the case. (1163)
mn017: huh. (1164)
me011: different. (1165)",Statement,Bmr028,1165,train,mrda
"dialog acts:
mn017: huh. (1164)
me011: different. (1165)
mn017: uhhuh. (1166)",Continuer,Bmr028,1166,train,mrda
"dialog acts:
me011: different. (1165)
mn017: uhhuh. (1166)
mn017: well we we have a frozen we do all our experiments with a frozen version of the transcripts as of i don't know. (1167)",Statement,Bmr028,1167,train,mrda
"dialog acts:
mn017: uhhuh. (1166)
mn017: well we we have a frozen we do all our experiments with a frozen version of the transcripts as of i don't know. (1167)
fe008: as of february? (1168)",Yes-No-question,Bmr028,1168,train,mrda
"dialog acts:
mn017: well we we have a frozen we do all our experiments with a frozen version of the transcripts as of i don't know. (1167)
fe008: as of february? (1168)
mn017: as of (1169)",Statement,Bmr028,1169,train,mrda
"dialog acts:
fe008: as of february? (1168)
mn017: as of (1169)
mn017: no a little (1170)",Statement,Bmr028,1170,train,mrda
"dialog acts:
mn017: as of (1169)
mn017: no a little (1170)
mn017: i don't know. (1171)",Statement,Bmr028,1171,train,mrda
"dialog acts:
mn017: no a little (1170)
mn017: i don't know. (1171)
mn017: when when did we grab the transcripts? (1172)",Wh-Question,Bmr028,1172,train,mrda
"dialog acts:
mn017: i don't know. (1171)
mn017: when when did we grab the transcripts? (1172)
fe008: so a like the h l t paper? (1173)",Yes-No-question,Bmr028,1173,train,mrda
"dialog acts:
mn017: when when did we grab the transcripts? (1172)
fe008: so a like the h l t paper? (1173)
me001: the for the it was march probably. (1174)",Statement,Bmr028,1174,train,mrda
"dialog acts:
fe008: so a like the h l t paper? (1173)
me001: the for the it was march probably. (1174)
fe016: sorry. (1175)",Statement,Bmr028,1175,train,mrda
"dialog acts:
me001: the for the it was march probably. (1174)
fe016: sorry. (1175)
mn017: the (1176)",Interrupted/Abandoned/Uninterpretable,Bmr028,1176,train,mrda
"dialog acts:
fe016: sorry. (1175)
mn017: the (1176)
fe016: for these meetings? (1177)",Yes-No-question,Bmr028,1177,train,mrda
"dialog acts:
mn017: the (1176)
fe016: for these meetings? (1177)
mn017: we're talking about which which version we're using for evaluating the recognition. (1178)",Statement,Bmr028,1178,train,mrda
"dialog acts:
fe016: for these meetings? (1177)
mn017: we're talking about which which version we're using for evaluating the recognition. (1178)
mn017: which version of the transcripts. (1179)",Statement,Bmr028,1179,train,mrda
"dialog acts:
mn017: we're talking about which which version we're using for evaluating the recognition. (1178)
mn017: which version of the transcripts. (1179)
fe016: right they're somewhere in between january and late march or something like that. (1180)",Statement,Bmr028,1180,train,mrda
"dialog acts:
mn017: which version of the transcripts. (1179)
fe016: right they're somewhere in between january and late march or something like that. (1180)
me001: yeah something around there. (1181)",Statement,Bmr028,1181,train,mrda
"dialog acts:
fe016: right they're somewhere in between january and late march or something like that. (1180)
me001: yeah something around there. (1181)
fe008: okay well so long as you have the same baseline then you'll be able to tell. (1182)",Statement,Bmr028,1182,train,mrda
"dialog acts:
me001: yeah something around there. (1181)
fe008: okay well so long as you have the same baseline then you'll be able to tell. (1182)
me011: but they are channelized ones though? (1183)",Yes-No-question,Bmr028,1183,train,mrda
"dialog acts:
fe008: okay well so long as you have the same baseline then you'll be able to tell. (1182)
me011: but they are channelized ones though? (1183)
mn017: no no. (1184)",Statement,Bmr028,1184,train,mrda
"dialog acts:
me011: but they are channelized ones though? (1183)
mn017: no no. (1184)
mn017: yeah obviously yeah. (1185)",Statement,Bmr028,1185,train,mrda
"dialog acts:
mn017: no no. (1184)
mn017: yeah obviously yeah. (1185)
fe016: they're meetings that are now channelized but they were not from (1186)",Statement,Bmr028,1186,train,mrda
"dialog acts:
mn017: yeah obviously yeah. (1185)
fe016: they're meetings that are now channelized but they were not from (1186)
fe008: so long as so long as it's the same baseline you'll be able to tell. (1187)",Statement,Bmr028,1187,train,mrda
"dialog acts:
fe016: they're meetings that are now channelized but they were not from (1186)
fe008: so long as so long as it's the same baseline you'll be able to tell. (1187)
mn017: the uh the other thing is (1188)",Statement,Bmr028,1188,train,mrda
"dialog acts:
fe008: so long as so long as it's the same baseline you'll be able to tell. (1187)
mn017: the uh the other thing is (1188)
mn017: the the (1189)",Interrupted/Abandoned/Uninterpretable,Bmr028,1189,train,mrda
"dialog acts:
mn017: the uh the other thing is (1188)
mn017: the the (1189)
fe008: but but i'm just i'm just saying that if you were to compare that with running that on the new data that it would be an a more optimistic outcome. (1190)",Statement,Bmr028,1190,train,mrda
"dialog acts:
mn017: the the (1189)
fe008: but but i'm just i'm just saying that if you were to compare that with running that on the new data that it would be an a more optimistic outcome. (1190)
mn017: huh and (1191)",Floor Grabber,Bmr028,1191,train,mrda
"dialog acts:
fe008: but but i'm just i'm just saying that if you were to compare that with running that on the new data that it would be an a more optimistic outcome. (1190)
mn017: huh and (1191)
mn017: well the and the other thing is it takes only a a minute to rescore all the old outputs with (1192)",Statement,Bmr028,1192,train,mrda
"dialog acts:
mn017: huh and (1191)
mn017: well the and the other thing is it takes only a a minute to rescore all the old outputs with (1192)
mn017: if you had new transcripts then we we just rescore the old (1193)",Statement,Bmr028,1193,train,mrda
"dialog acts:
mn017: well the and the other thing is it takes only a a minute to rescore all the old outputs with (1192)
mn017: if you had new transcripts then we we just rescore the old (1193)
me011: right because you haven't done any training. (1194)",Floor Grabber,Bmr028,1194,train,mrda
"dialog acts:
mn017: if you had new transcripts then we we just rescore the old (1193)
me011: right because you haven't done any training. (1194)
mn017: sorry? (1195)",Wh-Question,Bmr028,1195,train,mrda
"dialog acts:
me011: right because you haven't done any training. (1194)
mn017: sorry? (1195)
me011: right because we're not doing it for training. (1196)",Statement,Bmr028,1196,train,mrda
"dialog acts:
mn017: sorry? (1195)
me011: right because we're not doing it for training. (1196)
fe016: yeah we haven't modified the recognizer at all. (1197)",Floor Grabber,Bmr028,1197,train,mrda
"dialog acts:
me011: right because we're not doing it for training. (1196)
fe016: yeah we haven't modified the recognizer at all. (1197)
me011: right so it's really it would be really easy to re do it. (1198)",Floor Grabber,Bmr028,1198,train,mrda
"dialog acts:
fe016: yeah we haven't modified the recognizer at all. (1197)
me011: right so it's really it would be really easy to re do it. (1198)
fe016: so actually um at some point we should update and rescore everything with you know the corrected transcripts. (1199)",Statement,Bmr028,1199,train,mrda
"dialog acts:
me011: right so it's really it would be really easy to re do it. (1198)
fe016: so actually um at some point we should update and rescore everything with you know the corrected transcripts. (1199)
mn017: we just we save (1200)",Interrupted/Abandoned/Uninterpretable,Bmr028,1200,train,mrda
"dialog acts:
fe016: so actually um at some point we should update and rescore everything with you know the corrected transcripts. (1199)
mn017: we just we save (1200)
me011: yeah it'd be interesting just to see how much it changes. (1201)",Floor Grabber,Bmr028,1201,train,mrda
"dialog acts:
mn017: we just we save (1200)
me011: yeah it'd be interesting just to see how much it changes. (1201)
mn017: well the the (1202)",Interrupted/Abandoned/Uninterpretable,Bmr028,1202,train,mrda
"dialog acts:
me011: yeah it'd be interesting just to see how much it changes. (1201)
mn017: well the the (1202)
fe016: just to (1203)",Interrupted/Abandoned/Uninterpretable,Bmr028,1203,train,mrda
"dialog acts:
mn017: well the the (1202)
fe016: just to (1203)
me011: i bet it wouldn't change a lot. (1204)",Statement,Bmr028,1204,train,mrda
"dialog acts:
fe016: just to (1203)
me011: i bet it wouldn't change a lot. (1204)
mn017: right. (1205)",Statement,Bmr028,1205,train,mrda
"dialog acts:
me011: i bet it wouldn't change a lot. (1204)
mn017: right. (1205)
me001: what are the nature of most of the changes? (1206)",Wh-Question,Bmr028,1206,train,mrda
"dialog acts:
mn017: right. (1205)
me001: what are the nature of most of the changes? (1206)
fe008: yeah. (1207)",Continuer,Bmr028,1207,train,mrda
"dialog acts:
me001: what are the nature of most of the changes? (1206)
fe008: yeah. (1207)
me011: we can take we can have a pool. (1208)",Statement,Bmr028,1208,train,mrda
"dialog acts:
fe008: yeah. (1207)
me011: we can take we can have a pool. (1208)
fe016: sometimes the changes are um cases where the recognizer would get it wrong anyway. (1209)",Statement,Bmr028,1209,train,mrda
"dialog acts:
me011: we can take we can have a pool. (1208)
fe016: sometimes the changes are um cases where the recognizer would get it wrong anyway. (1209)
fe016: because it was some word that we didn't have in the vocabulary. (1210)",Statement,Bmr028,1210,train,mrda
"dialog acts:
fe016: sometimes the changes are um cases where the recognizer would get it wrong anyway. (1209)
fe016: because it was some word that we didn't have in the vocabulary. (1210)
me011: that's just what i was thinking. (1211)",Statement,Bmr028,1211,train,mrda
"dialog acts:
fe016: because it was some word that we didn't have in the vocabulary. (1210)
me011: that's just what i was thinking. (1211)
mn017: so i i the thing is when (1212)",Statement,Bmr028,1212,train,mrda
"dialog acts:
me011: that's just what i was thinking. (1211)
mn017: so i i the thing is when (1212)
fe016: or (1213)",Interrupted/Abandoned/Uninterpretable,Bmr028,1213,train,mrda
"dialog acts:
mn017: so i i the thing is when (1212)
fe016: or (1213)
fe016: but it does help to get the backchannels back in and things like that. (1214)",Statement,Bmr028,1214,train,mrda
"dialog acts:
fe016: or (1213)
fe016: but it does help to get the backchannels back in and things like that. (1214)
mn017: right. (1215)",Continuer,Bmr028,1215,train,mrda
"dialog acts:
fe016: but it does help to get the backchannels back in and things like that. (1214)
mn017: right. (1215)
mn017: so whenever the right now the the scoring is based on segments. (1216)",Statement,Bmr028,1216,train,mrda
"dialog acts:
mn017: right. (1215)
mn017: so whenever the right now the the scoring is based on segments. (1216)
mn017: um which is not great. (1217)",Statement,Bmr028,1217,train,mrda
"dialog acts:
mn017: so whenever the right now the the scoring is based on segments. (1216)
mn017: um which is not great. (1217)
mn017: because for instance (1218)",Statement,Bmr028,1218,train,mrda
"dialog acts:
mn017: um which is not great. (1217)
mn017: because for instance (1218)
mn017: so so the the other way to do the scoring is using a a nist format called s t m s. (1219)",Statement,Bmr028,1219,train,mrda
"dialog acts:
mn017: because for instance (1218)
mn017: so so the the other way to do the scoring is using a a nist format called s t m s. (1219)
mn017: uh segment time marked. (1220)",Statement,Bmr028,1220,train,mrda
"dialog acts:
mn017: so so the the other way to do the scoring is using a a nist format called s t m s. (1219)
mn017: uh segment time marked. (1220)
me011: yep i we know about it. (1221)",Statement,Bmr028,1221,train,mrda
"dialog acts:
mn017: uh segment time marked. (1220)
me011: yep i we know about it. (1221)
mn017: where (1222)",Interrupted/Abandoned/Uninterpretable,Bmr028,1222,train,mrda
"dialog acts:
me011: yep i we know about it. (1221)
mn017: where (1222)
mn017: so um i have to convert the uh transcripts into this format and then the scoring program actually looks at the times. (1223)",Statement,Bmr028,1223,train,mrda
"dialog acts:
mn017: where (1222)
mn017: so um i have to convert the uh transcripts into this format and then the scoring program actually looks at the times. (1223)
mn017: and uh you know it you can have a different segmentation in your recognizer output than in your references. (1224)",Statement,Bmr028,1224,train,mrda
"dialog acts:
mn017: so um i have to convert the uh transcripts into this format and then the scoring program actually looks at the times. (1223)
mn017: and uh you know it you can have a different segmentation in your recognizer output than in your references. (1224)
mn017: and it will still do the right thing. (1225)",Statement,Bmr028,1225,train,mrda
"dialog acts:
mn017: and uh you know it you can have a different segmentation in your recognizer output than in your references. (1224)
mn017: and it will still do the right thing. (1225)
mn017: so that's what we need to basically uh to (1226)",Statement,Bmr028,1226,train,mrda
"dialog acts:
mn017: and it will still do the right thing. (1225)
mn017: so that's what we need to basically uh to (1226)
mn017: huh? (1227)",Wh-Question,Bmr028,1227,train,mrda
"dialog acts:
mn017: so that's what we need to basically uh to (1226)
mn017: huh? (1227)
me011: transcriber will export s t m. (1228)",Statement,Bmr028,1228,train,mrda
"dialog acts:
mn017: huh? (1227)
me011: transcriber will export s t m. (1228)
mn017: oh. (1229)",Statement,Bmr028,1229,train,mrda
"dialog acts:
me011: transcriber will export s t m. (1228)
mn017: oh. (1229)
me011: in case you care. (1230)",Statement,Bmr028,1230,train,mrda
"dialog acts:
mn017: oh. (1229)
me011: in case you care. (1230)
mn017: well but then there's other changes. (1231)",Statement,Bmr028,1231,train,mrda
"dialog acts:
me011: in case you care. (1230)
mn017: well but then there's other changes. (1231)
mn017: so i mean there's other (1232)",Statement,Bmr028,1232,train,mrda
"dialog acts:
mn017: well but then there's other changes. (1231)
mn017: so i mean there's other (1232)
me011: okay. (1233)",Statement,Bmr028,1233,train,mrda
"dialog acts:
mn017: so i mean there's other (1232)
me011: okay. (1233)
mn017: we we strip away a lot of the mark up uh in the transcripts. (1234)",Statement,Bmr028,1234,train,mrda
"dialog acts:
me011: okay. (1233)
mn017: we we strip away a lot of the mark up uh in the transcripts. (1234)
mn017: which you know isn't relevant to the scoring of the speech recognition output. (1235)",Statement,Bmr028,1235,train,mrda
"dialog acts:
mn017: we we strip away a lot of the mark up uh in the transcripts. (1234)
mn017: which you know isn't relevant to the scoring of the speech recognition output. (1235)
me011: right. (1236)",Continuer,Bmr028,1236,train,mrda
"dialog acts:
mn017: which you know isn't relevant to the scoring of the speech recognition output. (1235)
me011: right. (1236)
mn017: so (1237)",Floor Holder,Bmr028,1237,train,mrda
"dialog acts:
me011: right. (1236)
mn017: so (1237)
fe016: would that doesn't that only change the scoring if a word has moved into a different segment? (1238)",Yes-No-question,Bmr028,1238,train,mrda
"dialog acts:
mn017: so (1237)
fe016: would that doesn't that only change the scoring if a word has moved into a different segment? (1238)
fe016: i mean i don't think that's i hardly ever see that. (1239)",Statement,Bmr028,1239,train,mrda
"dialog acts:
fe016: would that doesn't that only change the scoring if a word has moved into a different segment? (1238)
fe016: i mean i don't think that's i hardly ever see that. (1239)
fe016: i think most of them are pretty good. (1240)",Statement,Bmr028,1240,train,mrda
"dialog acts:
fe016: i mean i don't think that's i hardly ever see that. (1239)
fe016: i think most of them are pretty good. (1240)
mn017: no i mean if (1241)",Statement,Bmr028,1241,train,mrda
"dialog acts:
fe016: i think most of them are pretty good. (1240)
mn017: no i mean if (1241)
mn017: i i assume you also changed some boundaries. (1242)",Statement,Bmr028,1242,train,mrda
"dialog acts:
mn017: no i mean if (1241)
mn017: i i assume you also changed some boundaries. (1242)
fe008: huh i did. (1243)",Statement,Bmr028,1243,train,mrda
"dialog acts:
mn017: i i assume you also changed some boundaries. (1242)
fe008: huh i did. (1243)
mn017: right? (1244)",Yes-No-question,Bmr028,1244,train,mrda
"dialog acts:
fe008: huh i did. (1243)
mn017: right? (1244)
mn017: so if we want to use new transcripts with a different segmentation then we can't use them in the current way we do scoring. (1245)",Statement,Bmr028,1245,train,mrda
"dialog acts:
mn017: right? (1244)
mn017: so if we want to use new transcripts with a different segmentation then we can't use them in the current way we do scoring. (1245)
mn017: we have to switch to this (1246)",Statement,Bmr028,1246,train,mrda
"dialog acts:
mn017: so if we want to use new transcripts with a different segmentation then we can't use them in the current way we do scoring. (1245)
mn017: we have to switch to this (1246)
fe016: oh you mean you would need to re run the recognition. (1247)",Statement,Bmr028,1247,train,mrda
"dialog acts:
mn017: we have to switch to this (1246)
fe016: oh you mean you would need to re run the recognition. (1247)
mn017: no we have to (1248)",Statement,Bmr028,1248,train,mrda
"dialog acts:
fe016: oh you mean you would need to re run the recognition. (1247)
mn017: no we have to (1248)
mn017: there's a difference (1249)",Statement,Bmr028,1249,train,mrda
"dialog acts:
mn017: no we have to (1248)
mn017: there's a difference (1249)
fe016: i mean if you re ran the recognition then you just run it (1250)",Statement,Bmr028,1250,train,mrda
"dialog acts:
mn017: there's a difference (1249)
fe016: i mean if you re ran the recognition then you just run it (1250)
mn017: right right. (1251)",Statement,Bmr028,1251,train,mrda
"dialog acts:
fe016: i mean if you re ran the recognition then you just run it (1250)
mn017: right right. (1251)
fe016: oh i see. (1252)",Statement,Bmr028,1252,train,mrda
"dialog acts:
mn017: right right. (1251)
fe016: oh i see. (1252)
fe016: if you want to use the old (1253)",Statement,Bmr028,1253,train,mrda
"dialog acts:
fe016: oh i see. (1252)
fe016: if you want to use the old (1253)
fe016: you can actually never though really infer what you would get with a different (1254)",Statement,Bmr028,1254,train,mrda
"dialog acts:
fe016: if you want to use the old (1253)
fe016: you can actually never though really infer what you would get with a different (1254)
mn017: that's true. (1255)",Statement,Bmr028,1255,train,mrda
"dialog acts:
fe016: you can actually never though really infer what you would get with a different (1254)
mn017: that's true. (1255)
fe016: you know it's it's probably more fair to re run the whole re run that. (1256)",Statement,Bmr028,1256,train,mrda
"dialog acts:
mn017: that's true. (1255)
fe016: you know it's it's probably more fair to re run the whole re run that. (1256)
fe016: uh in other words it's not really a scoring script problem. (1257)",Statement,Bmr028,1257,train,mrda
"dialog acts:
fe016: you know it's it's probably more fair to re run the whole re run that. (1256)
fe016: uh in other words it's not really a scoring script problem. (1257)
fe016: it's (1258)",Interrupted/Abandoned/Uninterpretable,Bmr028,1258,train,mrda
"dialog acts:
fe016: uh in other words it's not really a scoring script problem. (1257)
fe016: it's (1258)
mn017: no but if you just want to see what (1259)",Statement,Bmr028,1259,train,mrda
"dialog acts:
fe016: it's (1258)
mn017: no but if you just want to see what (1259)
mn017: like suppose you fixed some no jane fixed some typos and you want to see what effect does that have on the word error. (1260)",Statement,Bmr028,1260,train,mrda
"dialog acts:
mn017: no but if you just want to see what (1259)
mn017: like suppose you fixed some no jane fixed some typos and you want to see what effect does that have on the word error. (1260)
mn017: then we can we (1261)",Statement,Bmr028,1261,train,mrda
"dialog acts:
mn017: like suppose you fixed some no jane fixed some typos and you want to see what effect does that have on the word error. (1260)
mn017: then we can we (1261)
me011: right but but if the segments change that won't work. (1262)",Floor Grabber,Bmr028,1262,train,mrda
"dialog acts:
mn017: then we can we (1261)
me011: right but but if the segments change that won't work. (1262)
fe016: yeah yeah. (1263)",Continuer,Bmr028,1263,train,mrda
"dialog acts:
me011: right but but if the segments change that won't work. (1262)
fe016: yeah yeah. (1263)
fe016: you it'll sort of work but it's not exactly what you would maybe get from recognition. (1264)",Statement,Bmr028,1264,train,mrda
"dialog acts:
fe016: yeah yeah. (1263)
fe016: you it'll sort of work but it's not exactly what you would maybe get from recognition. (1264)
me011: well i mean what happens if you break one segment into two? (1265)",Open-ended Question,Bmr028,1265,train,mrda
